id_codigo_depart;id_nivel_esco;anio;num_poblacion;tipo_metrica;tasa
25,;2,;2021,;610367;Desercion;3,96%
25,;2,;2022,;583695;Desercion;1,78%
25,;2,;2023,;598065;Desercion;2,24%
27,;2,;2011,;145587;Desercion;4,36%
27,;2,;2012,;145607;Desercion;3,52%
27,;2,;2013,;145133;Desercion;1,96%
27,;2,;2014,;145299;Desercion;3,54%
27,;2,;2015,;145625;Desercion;2,68%
27,;2,;2016,;145596;Desercion;0,75%
27,;2,;2017,;145765;Desercion;2,07%
27,;2,;2018,;143975;Desercion;4,74%
27,;2,;2019,;143999;Desercion;3,67%
27,;2,;2020,;143711;Desercion;2,37%
27,;2,;2021,;143120;Desercion;1,98%
27,;2,;2022,;147806;Desercion;3,1%
27,;2,;2023,;147698;Desercion;2,24%
41,;2,;2011,;275956;Desercion;2,82%
41,;2,;2012,;273653;Desercion;3,04%
41,;2,;2013,;272091;Desercion;4,45%
41,;2,;2014,;270459;Desercion;0,4%
41,;2,;2015,;269323;Desercion;2,53%
41,;2,;2016,;268744;Desercion;6,39%
41,;2,;2017,;268582;Desercion;3,79%
41,;2,;2018,;242238;Desercion;7,73%
41,;2,;2019,;242194;Desercion;8,15%
41,;2,;2020,;242199;Desercion;3,42%
41,;2,;2021,;242129;Desercion;2,07%
41,;2,;2022,;247652;Desercion;1,57%
41,;2,;2023,;248849;Desercion;2,45%
44,;2,;2011,;231046;Desercion;1,47%
44,;2,;2012,;239298;Desercion;3,14%
44,;2,;2013,;244513;Desercion;5,92%
44,;2,;2014,;251458;Desercion;1,85%
44,;2,;2015,;258207;Desercion;4,77%
44,;2,;2016,;264785;Desercion;2,27%
44,;2,;2017,;271221;Desercion;2,68%
44,;2,;2018,;237991;Desercion;3,24%
44,;2,;2019,;245778;Desercion;3,75%
44,;2,;2020,;252101;Desercion;5,06%
44,;2,;2021,;255513;Desercion;3,16%
44,;2,;2022,;262402;Desercion;4,24%
44,;2,;2023,;266038;Desercion;1,%
47,;2,;2011,;333793;Desercion;3,89%
47,;2,;2012,;334586;Desercion;4,97%
47,;2,;2013,;332266;Desercion;3,35%
47,;2,;2014,;331389;Desercion;3,17%
47,;2,;2015,;330539;Desercion;2,34%
47,;2,;2016,;329234;Desercion;2,97%
47,;2,;2017,;327940;Desercion;3,56%
47,;2,;2018,;317652;Desercion;2,99%
47,;2,;2019,;323546;Desercion;3,59%
47,;2,;2020,;327562;Desercion;6,66%
47,;2,;2021,;328343;Desercion;2,3%
47,;2,;2022,;327302;Desercion;2,75%
47,;2,;2023,;326763;Desercion;6,64%
50,;2,;2011,;209319;Desercion;3,59%
50,;2,;2012,;210820;Desercion;4,97%
50,;2,;2013,;213170;Desercion;7,71%
50,;2,;2014,;215227;Desercion;3,28%
50,;2,;2015,;217437;Desercion;1,23%
50,;2,;2016,;219565;Desercion;1,31%
50,;2,;2017,;221844;Desercion;2,24%
50,;2,;2018,;218707;Desercion;1,27%
50,;2,;2019,;218194;Desercion;2,54%
50,;2,;2020,;217673;Desercion;5,81%
50,;2,;2021,;216914;Desercion;1,74%
50,;2,;2022,;221130;Desercion;3,67%
50,;2,;2023,;221701;Desercion;2,15%
52,;2,;2011,;401313;Desercion;1,84%
52,;2,;2012,;401539;Desercion;1,96%
52,;2,;2013,;399032;Desercion;2,75%
52,;2,;2014,;397640;Desercion;2,44%
52,;2,;2015,;396138;Desercion;2,48%
52,;2,;2016,;394574;Desercion;3,52%
52,;2,;2017,;393195;Desercion;0,97%
52,;2,;2018,;314579;Desercion;2,73%
52,;2,;2019,;309763;Desercion;3,97%
52,;2,;2020,;305761;Desercion;3,74%
52,;2,;2021,;302506;Desercion;1,97%
52,;2,;2022,;307217;Desercion;2,17%
52,;2,;2023,;306503;Desercion;2,45%
54,;2,;2011,;324219;Desercion;3,11%
54,;2,;2012,;322304;Desercion;3,28%
54,;2,;2013,;317334;Desercion;2,19%
54,;2,;2014,;313966;Desercion;4,07%
54,;2,;2015,;310611;Desercion;1,29%
54,;2,;2016,;307238;Desercion;3,06%
54,;2,;2017,;304148;Desercion;6,14%
54,;2,;2018,;307526;Desercion;3,53%
54,;2,;2019,;318252;Desercion;6,05%
54,;2,;2020,;325981;Desercion;7,97%
54,;2,;2021,;328034;Desercion;3,18%
54,;2,;2022,;328869;Desercion;1,49%
54,;2,;2023,;329874;Desercion;1,35%
63,;2,;2011,;114075;Desercion;2,35%
63,;2,;2012,;112175;Desercion;1,28%
63,;2,;2013,;111539;Desercion;2,21%
63,;2,;2014,;110359;Desercion;4,61%
63,;2,;2015,;109400;Desercion;1,72%
63,;2,;2016,;108652;Desercion;3,73%
63,;2,;2017,;108156;Desercion;1,62%
63,;2,;2018,;83383;Desercion;2,09%
63,;2,;2019,;83130;Desercion;2,62%
63,;2,;2020,;83129;Desercion;2,76%
63,;2,;2021,;83299;Desercion;2,45%
63,;2,;2022,;81903;Desercion;2,93%
63,;2,;2023,;82112;Desercion;3,53%
66,;2,;2011,;192633;Desercion;0,79%
66,;2,;2012,;189484;Desercion;3,36%
66,;2,;2013,;187946;Desercion;3,18%
66,;2,;2014,;185754;Desercion;3,41%
66,;2,;2015,;183900;Desercion;2,41%
66,;2,;2016,;182345;Desercion;2,16%
66,;2,;2017,;181154;Desercion;2,37%
66,;2,;2018,;157477;Desercion;2,74%
66,;2,;2019,;156174;Desercion;2,21%
66,;2,;2020,;155149;Desercion;2,12%
66,;2,;2021,;154342;Desercion;3,59%
66,;2,;2022,;155669;Desercion;2,47%
66,;2,;2023,;155482;Desercion;3,09%
68,;2,;2011,;434034;Desercion;5,53%
68,;2,;2012,;425904;Desercion;2,58%
68,;2,;2013,;419596;Desercion;3,13%
68,;2,;2014,;413227;Desercion;6,52%
68,;2,;2015,;407815;Desercion;3,29%
68,;2,;2016,;402820;Desercion;1,28%
68,;2,;2017,;398621;Desercion;1,38%
68,;2,;2018,;401463;Desercion;2,63%
68,;2,;2019,;405798;Desercion;1,29%
68,;2,;2020,;408876;Desercion;2,67%
68,;2,;2021,;409198;Desercion;4,68%
68,;2,;2022,;405521;Desercion;1,86%
68,;2,;2023,;405256;Desercion;3,87%
70,;2,;2011,;205779;Desercion;2,02%
70,;2,;2012,;203626;Desercion;2,22%
70,;2,;2013,;202453;Desercion;2,31%
70,;2,;2014,;201098;Desercion;2,87%
70,;2,;2015,;200001;Desercion;2,32%
70,;2,;2016,;198817;Desercion;2,99%
70,;2,;2017,;197947;Desercion;3,26%
70,;2,;2018,;201443;Desercion;0,96%
70,;2,;2019,;203411;Desercion;2,97%
70,;2,;2020,;204837;Desercion;3,09%
70,;2,;2021,;205082;Desercion;3,78%
70,;2,;2022,;203779;Desercion;2,41%
70,;2,;2023,;203607;Desercion;2,38%
73,;2,;2011,;325983;Desercion;2,94%
73,;2,;2012,;321653;Desercion;3,36%
73,;2,;2013,;317546;Desercion;3,66%
73,;2,;2014,;313709;Desercion;2,67%
73,;2,;2015,;310206;Desercion;3,71%
73,;2,;2016,;306395;Desercion;2,08%
73,;2,;2017,;303140;Desercion;2,76%
73,;2,;2018,;255496;Desercion;4,58%
73,;2,;2019,;251347;Desercion;4,%
73,;2,;2020,;247605;Desercion;1,8%
73,;2,;2021,;244021;Desercion;7,45%
73,;2,;2022,;242793;Desercion;1,98%
73,;2,;2023,;239730;Desercion;1,46%
76,;2,;2011,;906602;Desercion;0,5%
76,;2,;2012,;894698;Desercion;1,75%
76,;2,;2013,;887988;Desercion;1,04%
76,;2,;2014,;880625;Desercion;1,72%
76,;2,;2015,;875476;Desercion;5,67%
76,;2,;2016,;873706;Desercion;1,06%
76,;2,;2017,;873860;Desercion;5,97%
76,;2,;2018,;861316;Desercion;1,87%
76,;2,;2019,;854243;Desercion;2,34%
76,;2,;2020,;846957;Desercion;1,57%
76,;2,;2021,;839566;Desercion;1,96%
76,;2,;2022,;848047;Desercion;2,22%
76,;2,;2023,;842813;Desercion;4,26%
81,;2,;2011,;73431;Desercion;2,25%
81,;2,;2012,;74454;Desercion;1,73%
81,;2,;2013,;74658;Desercion;3,65%
81,;2,;2014,;74948;Desercion;2,57%
81,;2,;2015,;75107;Desercion;2,56%
81,;2,;2016,;75185;Desercion;1,58%
81,;2,;2017,;75197;Desercion;1,36%
81,;2,;2018,;60962;Desercion;2,89%
81,;2,;2019,;64095;Desercion;2,59%
81,;2,;2020,;66580;Desercion;3,54%
81,;2,;2021,;67759;Desercion;1,96%
81,;2,;2022,;66682;Desercion;5,84%
81,;2,;2023,;67389;Desercion;1,3%
85,;2,;2011,;85803;Desercion;0,75%
85,;2,;2012,;85999;Desercion;3,49%
85,;2,;2013,;86460;Desercion;3,27%
85,;2,;2014,;86899;Desercion;2,11%
85,;2,;2015,;87417;Desercion;3,09%
85,;2,;2016,;88003;Desercion;4,27%
85,;2,;2017,;88626;Desercion;1,75%
85,;2,;2018,;92859;Desercion;1,08%
85,;2,;2019,;93431;Desercion;3,33%
85,;2,;2020,;93855;Desercion;2,13%
85,;2,;2021,;93896;Desercion;2,48%
85,;2,;2022,;95609;Desercion;7,56%
85,;2,;2023,;96200;Desercion;2,02%
86,;2,;2011,;93828;Desercion;2,18%
86,;2,;2012,;93570;Desercion;2,32%
86,;2,;2013,;92887;Desercion;3,7%
86,;2,;2014,;92368;Desercion;3,14%
86,;2,;2015,;91874;Desercion;4,92%
86,;2,;2016,;91441;Desercion;2,06%
86,;2,;2017,;91161;Desercion;1,78%
86,;2,;2018,;80972;Desercion;4,36%
86,;2,;2019,;80890;Desercion;1,4%
86,;2,;2020,;80810;Desercion;3,83%
86,;2,;2021,;80699;Desercion;5,79%
86,;2,;2022,;81190;Desercion;4,%
86,;2,;2023,;81178;Desercion;3,76%
88,;2,;2011,;15852;Desercion;2,17%
88,;2,;2012,;15648;Desercion;4,42%
88,;2,;2013,;15536;Desercion;4,45%
88,;2,;2014,;15395;Desercion;3,32%
88,;2,;2015,;15265;Desercion;3,93%
88,;2,;2016,;15167;Desercion;8,6%
88,;2,;2017,;15106;Desercion;0,34%
88,;2,;2018,;10853;Desercion;3,31%
88,;2,;2019,;11002;Desercion;7,07%
88,;2,;2020,;11169;Desercion;5,34%
88,;2,;2021,;11312;Desercion;3,03%
88,;2,;2022,;10796;Desercion;4,%
88,;2,;2023,;10783;Desercion;4,01%
91,;2,;2011,;22223;Desercion;2,74%
91,;2,;2012,;22194;Desercion;3,35%
91,;2,;2013,;22123;Desercion;3,61%
91,;2,;2014,;22167;Desercion;2,09%
91,;2,;2015,;22212;Desercion;2,66%
91,;2,;2016,;22243;Desercion;5,58%
91,;2,;2017,;22269;Desercion;2,56%
91,;2,;2018,;22257;Desercion;5,3%
91,;2,;2019,;22435;Desercion;2,95%
91,;2,;2020,;22563;Desercion;3,3%
91,;2,;2021,;22670;Desercion;2,89%
91,;2,;2022,;23239;Desercion;3,37%
91,;2,;2023,;23247;Desercion;3,44%
94,;2,;2011,;11920;Desercion;4,56%
94,;2,;2012,;11920;Desercion;4,53%
94,;2,;2013,;11918;Desercion;2,11%
94,;2,;2014,;11916;Desercion;4,36%
94,;2,;2015,;11913;Desercion;4,98%
94,;2,;2016,;11935;Desercion;5,15%
94,;2,;2017,;11965;Desercion;4,44%
94,;2,;2018,;15766;Desercion;2,93%
94,;2,;2019,;15808;Desercion;3,94%
94,;2,;2020,;15771;Desercion;4,93%
94,;2,;2021,;15643;Desercion;7,31%
94,;2,;2022,;16612;Desercion;3,43%
94,;2,;2023,;16704;Desercion;5,25%
95,;2,;2011,;31133;Desercion;2,64%
95,;2,;2012,;31272;Desercion;4,04%
95,;2,;2013,;31276;Desercion;5,68%
95,;2,;2014,;31344;Desercion;2,69%
95,;2,;2015,;31553;Desercion;2,96%
95,;2,;2016,;31671;Desercion;6,38%
95,;2,;2017,;31876;Desercion;4,09%
95,;2,;2018,;21118;Desercion;2,38%
95,;2,;2019,;21301;Desercion;2,69%
95,;2,;2020,;21482;Desercion;2,97%
95,;2,;2021,;21658;Desercion;1,6%
95,;2,;2022,;22538;Desercion;2,54%
95,;2,;2023,;22896;Desercion;5,84%
97,;2,;2011,;12690;Desercion;2,14%
97,;2,;2012,;12681;Desercion;4,12%
97,;2,;2013,;12659;Desercion;2,11%
97,;2,;2014,;12699;Desercion;3,03%
97,;2,;2015,;12684;Desercion;2,01%
97,;2,;2016,;12654;Desercion;2,87%
97,;2,;2017,;12668;Desercion;3,09%
97,;2,;2018,;15363;Desercion;3,55%
97,;2,;2019,;15675;Desercion;3,95%
97,;2,;2020,;15910;Desercion;1,56%
97,;2,;2021,;16081;Desercion;4,36%
97,;2,;2022,;15585;Desercion;4,34%
97,;2,;2023,;15476;Desercion;4,64%
99,;2,;2011,;20360;Desercion;3,4%
99,;2,;2012,;20686;Desercion;2,19%
99,;2,;2013,;20977;Desercion;3,4%
99,;2,;2014,;21331;Desercion;4,64%
99,;2,;2015,;21644;Desercion;4,38%
99,;2,;2016,;21951;Desercion;3,23%
99,;2,;2017,;22282;Desercion;4,36%
99,;2,;2018,;32951;Desercion;2,09%
99,;2,;2019,;33198;Desercion;3,26%
99,;2,;2020,;33298;Desercion;4,92%
99,;2,;2021,;33183;Desercion;4,91%
99,;2,;2022,;33949;Desercion;2,61%
99,;2,;2023,;33816;Desercion;6,78%
5,;3,;2011,;1288473;Desercion;4,57%
5,;3,;2012,;1278686;Desercion;2,42%
5,;3,;2013,;1272458;Desercion;1,96%
5,;3,;2014,;1266533;Desercion;3,79%
5,;3,;2015,;1262800;Desercion;4,03%
5,;3,;2016,;1265147;Desercion;4,87%
5,;3,;2017,;1270105;Desercion;3,91%
5,;3,;2018,;1147598;Desercion;3,91%
5,;3,;2019,;1149985;Desercion;7,62%
5,;3,;2020,;1151149;Desercion;5,3%
5,;3,;2021,;1149861;Desercion;4,31%
5,;3,;2022,;1134099;Desercion;5,05%
5,;3,;2023,;1131546;Desercion;6,%
8,;3,;2011,;523935;Desercion;7,04%
8,;3,;2012,;523911;Desercion;4,1%
8,;3,;2013,;522832;Desercion;6,15%
8,;3,;2014,;521917;Desercion;10,58%
8,;3,;2015,;520783;Desercion;9,35%
8,;3,;2016,;519509;Desercion;5,98%
8,;3,;2017,;518257;Desercion;6,14%
8,;3,;2018,;521630;Desercion;4,75%
8,;3,;2019,;533666;Desercion;7,25%
8,;3,;2020,;542750;Desercion;5,41%
8,;3,;2021,;546055;Desercion;5,01%
8,;3,;2022,;544473;Desercion;2,46%
8,;3,;2023,;545813;Desercion;4,6%
11,;3,;2011,;1479334;Desercion;5,63%
11,;3,;2012,;1470171;Desercion;0,59%
11,;3,;2013,;1466854;Desercion;8,21%
11,;3,;2014,;1460379;Desercion;11,62%
11,;3,;2015,;1455309;Desercion;10,02%
11,;3,;2016,;1453283;Desercion;12,1%
11,;3,;2017,;1452849;Desercion;4,29%
11,;3,;2018,;1179282;Desercion;5,19%
11,;3,;2019,;1181531;Desercion;3,43%
11,;3,;2020,;1181597;Desercion;4,88%
11,;3,;2021,;1174274;Desercion;3,57%
11,;3,;2022,;1150474;Desercion;4,26%
11,;3,;2023,;1141573;Desercion;5,91%
13,;3,;2011,;496676;Desercion;8,38%
13,;3,;2012,;495108;Desercion;5,42%
13,;3,;2013,;492500;Desercion;5,08%
13,;3,;2014,;490573;Desercion;3,51%
13,;3,;2015,;488886;Desercion;3,82%
13,;3,;2016,;487274;Desercion;2,98%
13,;3,;2017,;486067;Desercion;7,31%
13,;3,;2018,;455784;Desercion;8,83%
13,;3,;2019,;461988;Desercion;3,85%
13,;3,;2020,;466941;Desercion;7,3%
13,;3,;2021,;469046;Desercion;2,37%
13,;3,;2022,;464305;Desercion;5,93%
13,;3,;2023,;464501;Desercion;7,71%
15,;3,;2011,;300501;Desercion;9,21%
15,;3,;2012,;297132;Desercion;5,89%
15,;3,;2013,;292312;Desercion;5,%
15,;3,;2014,;288366;Desercion;6,42%
15,;3,;2015,;284611;Desercion;5,21%
15,;3,;2016,;279627;Desercion;5,72%
15,;3,;2017,;275027;Desercion;8,39%
15,;3,;2018,;234116;Desercion;7,44%
15,;3,;2019,;234368;Desercion;1,52%
15,;3,;2020,;234540;Desercion;7,97%
15,;3,;2021,;234348;Desercion;10,63%
15,;3,;2022,;234191;Desercion;4,46%
15,;3,;2023,;233865;Desercion;8,9%
17,;3,;2011,;201185;Desercion;6,11%
17,;3,;2012,;198526;Desercion;4,8%
17,;3,;2013,;196982;Desercion;3,17%
17,;3,;2014,;195455;Desercion;4,82%
17,;3,;2015,;194108;Desercion;2,66%
17,;3,;2016,;192703;Desercion;3,25%
17,;3,;2017,;191444;Desercion;5,38%
17,;3,;2018,;162391;Desercion;6,95%
17,;3,;2019,;161892;Desercion;4,75%
17,;3,;2020,;161746;Desercion;4,77%
17,;3,;2021,;161737;Desercion;2,79%
17,;3,;2022,;159847;Desercion;3,93%
17,;3,;2023,;159795;Desercion;6,19%
18,;3,;2011,;124148;Desercion;7,%
18,;3,;2012,;124622;Desercion;5,31%
18,;3,;2013,;124458;Desercion;3,87%
18,;3,;2014,;124473;Desercion;5,69%
18,;3,;2015,;124382;Desercion;3,39%
18,;3,;2016,;124296;Desercion;4,68%
18,;3,;2017,;124222;Desercion;6,75%
18,;3,;2018,;98639;Desercion;7,45%
18,;3,;2019,;98675;Desercion;4,72%
18,;3,;2020,;98602;Desercion;4,66%
18,;3,;2021,;98412;Desercion;4,9%
18,;3,;2022,;97946;Desercion;3,8%
18,;3,;2023,;97237;Desercion;5,09%
19,;3,;2011,;328682;Desercion;4,5%
19,;3,;2012,;325212;Desercion;7,44%
19,;3,;2013,;320510;Desercion;0,97%
19,;3,;2014,;316362;Desercion;5,26%
19,;3,;2015,;312453;Desercion;7,92%
19,;3,;2016,;307989;Desercion;4,14%
19,;3,;2017,;303777;Desercion;11,19%
19,;3,;2018,;301714;Desercion;8,75%
19,;3,;2019,;299016;Desercion;3,09%
19,;3,;2020,;296813;Desercion;3,66%
19,;3,;2021,;294933;Desercion;3,01%
19,;3,;2022,;295168;Desercion;4,19%
19,;3,;2023,;294377;Desercion;2,55%
20,;3,;2011,;263789;Desercion;3,45%
20,;3,;2012,;263271;Desercion;4,84%
20,;3,;2013,;262240;Desercion;6,25%
20,;3,;2014,;261493;Desercion;5,7%
20,;3,;2015,;260802;Desercion;2,64%
20,;3,;2016,;259794;Desercion;3,43%
20,;3,;2017,;259051;Desercion;4,54%
20,;3,;2018,;288411;Desercion;4,87%
20,;3,;2019,;296234;Desercion;6,03%
20,;3,;2020,;302403;Desercion;3,34%
20,;3,;2021,;305550;Desercion;3,6%
20,;3,;2022,;308443;Desercion;4,%
20,;3,;2023,;310910;Desercion;3,4%
23,;3,;2011,;405431;Desercion;4,69%
23,;3,;2012,;405302;Desercion;4,65%
23,;3,;2013,;407589;Desercion;3,46%
23,;3,;2014,;408623;Desercion;7,25%
23,;3,;2015,;409982;Desercion;4,56%
23,;3,;2016,;411715;Desercion;2,74%
23,;3,;2017,;413883;Desercion;7,39%
23,;3,;2018,;386239;Desercion;2,64%
23,;3,;2019,;387454;Desercion;5,76%
23,;3,;2020,;388446;Desercion;1,25%
23,;3,;2021,;388712;Desercion;4,67%
23,;3,;2022,;390847;Desercion;7,24%
23,;3,;2023,;391239;Desercion;3,16%
25,;3,;2011,;570954;Desercion;11,83%
25,;3,;2012,;571082;Desercion;8,63%
25,;3,;2013,;572012;Desercion;5,55%
25,;3,;2014,;573948;Desercion;1,57%
25,;3,;2015,;576429;Desercion;4,85%
25,;3,;2016,;577612;Desercion;3,75%
25,;3,;2017,;579364;Desercion;3,19%
25,;3,;2018,;547875;Desercion;5,07%
25,;3,;2019,;570377;Desercion;6,31%
25,;3,;2020,;592264;Desercion;3,43%
25,;3,;2021,;610367;Desercion;5,1%
25,;3,;2022,;583695;Desercion;2,9%
25,;3,;2023,;598065;Desercion;4,62%
27,;3,;2011,;145587;Desercion;6,31%
27,;3,;2012,;145607;Desercion;7,75%
27,;3,;2013,;145133;Desercion;3,25%
27,;3,;2014,;145299;Desercion;3,93%
27,;3,;2015,;145625;Desercion;4,35%
27,;3,;2016,;145596;Desercion;1,9%
27,;3,;2017,;145765;Desercion;3,53%
27,;3,;2018,;143975;Desercion;7,63%
27,;3,;2019,;143999;Desercion;7,2%
27,;3,;2020,;143711;Desercion;4,22%
27,;3,;2021,;143120;Desercion;3,54%
27,;3,;2022,;147806;Desercion;4,68%
27,;3,;2023,;147698;Desercion;3,63%
41,;3,;2011,;275956;Desercion;4,84%
41,;3,;2012,;273653;Desercion;5,04%
41,;3,;2013,;272091;Desercion;6,46%
41,;3,;2014,;270459;Desercion;1,01%
41,;3,;2015,;269323;Desercion;8,%
41,;3,;2016,;268744;Desercion;10,59%
41,;3,;2017,;268582;Desercion;6,48%
41,;3,;2018,;242238;Desercion;9,66%
41,;3,;2019,;242194;Desercion;12,15%
41,;3,;2020,;242199;Desercion;6,46%
41,;3,;2021,;242129;Desercion;2,28%
41,;3,;2022,;247652;Desercion;2,69%
41,;3,;2023,;248849;Desercion;3,71%
44,;3,;2011,;231046;Desercion;3,7%
44,;3,;2012,;239298;Desercion;5,91%
44,;3,;2013,;244513;Desercion;8,78%
44,;3,;2014,;251458;Desercion;4,25%
44,;3,;2015,;258207;Desercion;5,63%
44,;3,;2016,;264785;Desercion;4,02%
44,;3,;2017,;271221;Desercion;5,05%
44,;3,;2018,;237991;Desercion;4,37%
44,;3,;2019,;245778;Desercion;7,76%
44,;3,;2020,;252101;Desercion;4,46%
44,;3,;2021,;255513;Desercion;3,4%
44,;3,;2022,;262402;Desercion;7,02%
44,;3,;2023,;266038;Desercion;2,61%
47,;3,;2011,;333793;Desercion;6,51%
47,;3,;2012,;334586;Desercion;7,99%
47,;3,;2013,;332266;Desercion;6,6%
47,;3,;2014,;331389;Desercion;5,17%
47,;3,;2015,;330539;Desercion;3,97%
47,;3,;2016,;329234;Desercion;4,91%
47,;3,;2017,;327940;Desercion;5,49%
47,;3,;2018,;317652;Desercion;4,75%
47,;3,;2019,;323546;Desercion;5,62%
47,;3,;2020,;327562;Desercion;9,18%
47,;3,;2021,;328343;Desercion;2,66%
47,;3,;2022,;327302;Desercion;8,49%
47,;3,;2023,;326763;Desercion;11,16%
50,;3,;2011,;209319;Desercion;6,47%
50,;3,;2012,;210820;Desercion;10,15%
50,;3,;2013,;213170;Desercion;9,09%
50,;3,;2014,;215227;Desercion;5,69%
50,;3,;2015,;217437;Desercion;1,32%
50,;3,;2016,;219565;Desercion;1,9%
50,;3,;2017,;221844;Desercion;3,15%
50,;3,;2018,;218707;Desercion;2,86%
50,;3,;2019,;218194;Desercion;4,67%
50,;3,;2020,;217673;Desercion;8,31%
50,;3,;2021,;216914;Desercion;4,07%
50,;3,;2022,;221130;Desercion;4,45%
50,;3,;2023,;221701;Desercion;4,08%
52,;3,;2011,;401313;Desercion;3,42%
52,;3,;2012,;401539;Desercion;3,15%
52,;3,;2013,;399032;Desercion;6,4%
52,;3,;2014,;397640;Desercion;3,72%
52,;3,;2015,;396138;Desercion;2,66%
52,;3,;2016,;394574;Desercion;5,33%
52,;3,;2017,;393195;Desercion;1,91%
52,;3,;2018,;314579;Desercion;4,81%
52,;3,;2019,;309763;Desercion;6,28%
52,;3,;2020,;305761;Desercion;6,39%
52,;3,;2021,;302506;Desercion;3,37%
52,;3,;2022,;307217;Desercion;3,4%
52,;3,;2023,;306503;Desercion;3,65%
54,;3,;2011,;324219;Desercion;4,48%
54,;3,;2012,;322304;Desercion;4,23%
54,;3,;2013,;317334;Desercion;3,38%
54,;3,;2014,;313966;Desercion;7,98%
54,;3,;2015,;310611;Desercion;1,13%
54,;3,;2016,;307238;Desercion;6,98%
54,;3,;2017,;304148;Desercion;10,36%
54,;3,;2018,;307526;Desercion;5,33%
54,;3,;2019,;318252;Desercion;11,69%
54,;3,;2020,;325981;Desercion;10,48%
54,;3,;2021,;328034;Desercion;5,42%
54,;3,;2022,;328869;Desercion;1,65%
54,;3,;2023,;329874;Desercion;2,01%
63,;3,;2011,;114075;Desercion;3,19%
63,;3,;2012,;112175;Desercion;2,99%
63,;3,;2013,;111539;Desercion;3,88%
63,;3,;2014,;110359;Desercion;6,91%
63,;3,;2015,;109400;Desercion;3,77%
63,;3,;2016,;108652;Desercion;4,45%
63,;3,;2017,;108156;Desercion;2,9%
63,;3,;2018,;83383;Desercion;3,89%
63,;3,;2019,;83130;Desercion;4,2%
63,;3,;2020,;83129;Desercion;6,5%
63,;3,;2021,;83299;Desercion;3,37%
63,;3,;2022,;81903;Desercion;3,7%
63,;3,;2023,;82112;Desercion;5,75%
66,;3,;2011,;192633;Desercion;2,12%
66,;3,;2012,;189484;Desercion;4,7%
66,;3,;2013,;187946;Desercion;5,39%
66,;3,;2014,;185754;Desercion;5,53%
66,;3,;2015,;183900;Desercion;4,1%
66,;3,;2016,;182345;Desercion;3,62%
66,;3,;2017,;181154;Desercion;3,89%
66,;3,;2018,;157477;Desercion;3,99%
66,;3,;2019,;156174;Desercion;3,32%
66,;3,;2020,;155149;Desercion;3,47%
66,;3,;2021,;154342;Desercion;7,37%
66,;3,;2022,;155669;Desercion;1,8%
66,;3,;2023,;155482;Desercion;7,18%
68,;3,;2011,;434034;Desercion;9,82%
68,;3,;2012,;425904;Desercion;4,63%
68,;3,;2013,;419596;Desercion;4,93%
68,;3,;2014,;413227;Desercion;8,99%
68,;3,;2015,;407815;Desercion;5,33%
68,;3,;2016,;402820;Desercion;1,26%
68,;3,;2017,;398621;Desercion;1,82%
68,;3,;2018,;401463;Desercion;3,42%
68,;3,;2019,;405798;Desercion;2,8%
68,;3,;2020,;408876;Desercion;4,32%
68,;3,;2021,;409198;Desercion;6,26%
68,;3,;2022,;405521;Desercion;3,83%
68,;3,;2023,;405256;Desercion;4,54%
70,;3,;2011,;205779;Desercion;3,21%
70,;3,;2012,;203626;Desercion;4,%
70,;3,;2013,;202453;Desercion;3,73%
70,;3,;2014,;201098;Desercion;6,96%
70,;3,;2015,;200001;Desercion;2,73%
70,;3,;2016,;198817;Desercion;4,03%
70,;3,;2017,;197947;Desercion;4,9%
70,;3,;2018,;201443;Desercion;2,1%
70,;3,;2019,;203411;Desercion;3,61%
